MIAC Championships,Erik Gartland,St. Olaf College,29:50,167,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Austin Erickson,Augsburg College,29:53,168,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Michael Tolan,Carleton College,29:53,169,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Danny Wilson,St. Olaf College,29:55,170,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Macula,Macalester College,29:56,171,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andy Meyer,Saint Mary's University,29:56,172,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Drew Fuglestad,St. Olaf College,29:58,173,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dan Minea,Bethel University,29:59,174,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Chris Bowman,St. Olaf College,30:00,175,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,David Ellison,Macalester College,30:08,176,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,John Buckanaga,Concordia College,30:08,177,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Steuck,Concordia College,30:09,178,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Spencer Hinseth,Bethel University,30:13,179,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Kyle Wagener,St. Olaf College,30:17,180,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Phil Juda,Carleton College,30:18,181,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Carlos Martinez,Macalester College,30:19,182,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Gustav Danielsson,Carleton College,30:20,183,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Levy,Carleton College,30:21,184,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Hintz,Bethel University,30:22,185,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Oliver Heywood,Carleton College,30:27,186,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Luke Lagergren,Concordia College,30:34,187,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Howard Mukanda,Concordia College,30:40,188,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Derek Ballandby,Hamline University,30:45,189,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jordan Pesik,St. Olaf College,30:50,190,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Fischer,Concordia College,30:53,191,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Michael Mockler,Saint Mary's University,30:54,192,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Anders Culver,Gustavus Adolphus College,30:57,193,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan McInturf,Gustavus Adolphus College,30:58,194,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alan Farnsworth,Macalester College,30:59,195,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Trujillo,Saint John's University,31:00,196,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Dooher,Saint John's University,31:04,197,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Kevin Healy,Saint John's University,31:10,198,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jeremy Welters,Saint John's University,31:12,199,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Patrick Armstrong,Saint John's University,31:12,200,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Nick Theisen,Gustavus Adolphus College,31:25,201,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jordan Ringquist,Concordia College,31:29,202,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dylan Saul,Macalester College,31:41,203,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Weiss,Saint Mary's University,31:51,204,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Phearman,St. Olaf College,31:53,205,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Caleb Giesen,Concordia College,31:57,206,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Erik Germundsen,Saint Mary's University,31:57,207,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Russell Brown,St. Olaf College,31:59,208,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Erik Slette,Concordia College,32:02,209,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Klein,St. Olaf College,32:08,210,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Henry Dobbs,Concordia College,32:24,211,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andy Pettengill,Gustavus Adolphus College,32:36,212,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Prestin Schwichtenberg,Gustavus Adolphus College,33:03,213,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Logan Schwinghammer,Saint John's University,33:13,214,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Michaeljon Hayden,Hamline University,33:16,215,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Bly,Gustavus Adolphus College,33:24,216,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Brandon Richardwebster,Bethel University,33:54,217,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Patrick Thornton,Saint John's University,34:07,218,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Mitch Messner,Concordia College,34:30,219,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jake Rhode,Concordia College,35:05,220,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Benzegala,Concordia College,35:52,221,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Devon Bealke,Gustavus Adolphus College,36:19,222,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ian Miles,St. Olaf College,39:21,223,2011,"Como Park Golf Course, St. Paul"
